Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
38,Travel_Rarely,343,Research & Development,15,2,Life Sciences,3,Male,92,2,3,Research Director,4,Divorced,11510,0,Y,Yes,14,3,2,1,12,3,3,11,10,2,9,No
31,Travel_Rarely,1232,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,7143,1,Y,Yes,14,3,3,0,11,2,2,11,9,4,10,No
29,Travel_Rarely,144,Sales,10,1,Marketing,4,Female,39,2,2,Sales Executive,2,Divorced,8268,1,Y,Yes,14,3,1,2,7,2,3,7,7,1,7,No
35,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,3,Male,62,3,3,Manufacturing Director,2,Single,8095,0,Y,No,13,3,4,0,17,5,3,16,6,0,13,No
23,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,3,Male,83,3,1,Research Scientist,4,Divorced,2904,1,Y,No,12,3,3,2,4,2,2,4,2,0,2,No
41,Travel_Rarely,483,Research & Development,6,3,Medical,4,Male,95,2,2,Manufacturing Director,2,Single,6032,6,Y,Yes,15,3,4,0,8,3,3,5,4,1,2,No
47,Travel_Frequently,1309,Sales,4,1,Medical,2,Male,99,3,2,Sales Representative,3,Single,2976,3,Y,No,19,3,1,0,5,3,3,0,0,0,0,No
42,Travel_Rarely,810,Research & Development,23,5,Life Sciences,1,Female,44,3,4,Research Director,4,Single,15992,2,Y,No,14,3,2,0,16,2,3,1,0,0,0,No
29,Non-Travel,746,Sales,2,3,Life Sciences,4,Male,61,3,2,Sales Executive,3,Married,4649,1,Y,No,14,3,1,1,4,3,2,4,3,0,2,No
42,Travel_Rarely,544,Human Resources,2,1,Technical Degree,3,Male,52,3,1,Human Resources,3,Divorced,2696,0,Y,Yes,11,3,3,1,4,5,3,3,2,1,0,No
32,Travel_Rarely,1062,Research & Development,2,3,Medical,3,Female,75,3,1,Laboratory Technician,2,Married,2370,1,Y,No,13,3,3,1,8,4,3,8,0,0,7,No
48,Travel_Rarely,530,Sales,29,1,Medical,1,Female,91,3,3,Manager,3,Married,12504,3,Y,No,21,4,2,1,15,3,1,0,0,0,0,No
37,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974,4,Y,Yes,13,3,1,2,13,2,3,7,7,6,7,No
30,Non-Travel,641,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,4736,7,Y,Yes,12,3,2,1,4,2,4,2,2,2,2,No
26,Travel_Rarely,933,Sales,1,3,Life Sciences,3,Male,57,3,2,Sales Executive,3,Married,5296,1,Y,No,17,3,2,1,8,3,3,8,7,7,7,No
42,Travel_Rarely,1332,Research & Development,2,4,Other,1,Male,98,2,2,Healthcare Representative,4,Single,6781,3,Y,No,23,4,2,0,14,6,3,1,0,0,0,No
21,Travel_Frequently,756,Sales,1,1,Technical Degree,1,Female,99,2,1,Sales Representative,2,Single,2174,1,Y,Yes,11,3,3,0,3,3,3,3,2,1,2,Yes
36,Non-Travel,845,Sales,1,5,Medical,4,Female,45,3,2,Sales Executive,4,Single,6653,4,Y,No,15,3,2,0,7,6,3,1,0,0,0,No
36,Travel_Frequently,541,Sales,3,4,Medical,1,Male,48,2,3,Sales Executive,4,Married,9699,4,Y,No,11,3,1,1,16,2,3,13,9,1,12,No
57,Travel_Rarely,593,Research & Development,1,4,Medical,4,Male,88,3,2,Healthcare Representative,3,Married,6755,2,Y,No,11,3,3,0,15,2,3,3,2,1,2,No
40,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,4,Female,46,4,1,Laboratory Technician,3,Married,2213,3,Y,Yes,13,3,3,1,10,3,3,7,7,1,7,No
21,Non-Travel,895,Sales,9,2,Medical,1,Male,39,3,1,Sales Representative,4,Single,2610,1,Y,No,24,4,3,0,3,3,2,3,2,2,2,No
33,Travel_Rarely,350,Sales,5,3,Marketing,4,Female,34,3,1,Sales Representative,3,Single,2851,1,Y,Yes,13,3,2,0,1,2,3,1,0,0,0,Yes
37,Travel_Rarely,921,Research & Development,10,3,Medical,3,Female,98,3,1,Laboratory Technician,1,Married,3452,6,Y,No,20,4,2,1,17,3,3,5,4,0,3,No
46,Non-Travel,1144,Research & Development,7,4,Medical,3,Female,30,3,2,Manufacturing Director,3,Married,5258,2,Y,No,14,3,3,0,7,2,4,1,0,0,0,No
41,Travel_Frequently,143,Sales,4,3,Marketing,1,Male,56,3,2,Sales Executive,2,Single,9355,1,Y,No,18,3,3,0,8,5,3,8,7,7,7,Yes
50,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496,6,Y,No,15,3,4,0,20,2,3,4,3,1,3,No
40,Travel_Rarely,575,Sales,22,2,Marketing,3,Male,68,2,2,Sales Executive,3,Married,6380,2,Y,Yes,12,3,1,2,8,6,3,6,4,1,0,Yes
31,Travel_Rarely,408,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,2657,0,Y,Yes,16,3,4,0,3,5,3,2,2,2,2,No
21,Travel_Rarely,156,Sales,12,3,Life Sciences,3,Female,90,4,1,Sales Representative,2,Single,2716,1,Y,No,15,3,4,0,1,0,3,1,0,0,0,Yes
29,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,4,Male,54,3,1,Research Scientist,4,Single,2201,9,Y,No,16,3,4,0,6,4,3,3,2,1,2,No
35,Travel_Rarely,755,Research & Development,9,4,Life Sciences,3,Male,97,2,2,Healthcare Representative,2,Single,6540,9,Y,No,19,3,3,0,10,5,3,1,1,0,0,No
27,Travel_Rarely,1469,Research & Development,1,2,Medical,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816,1,Y,No,11,3,2,1,5,2,3,5,2,0,4,No
28,Travel_Rarely,304,Sales,9,4,Life Sciences,2,Male,92,3,2,Sales Executive,4,Single,5253,1,Y,No,16,3,4,0,7,1,3,7,5,0,7,No
49,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965,8,Y,No,24,4,3,0,26,2,3,5,2,0,0,No
51,Travel_Rarely,1178,Sales,14,2,Life Sciences,3,Female,87,3,2,Sales Executive,4,Married,4936,4,Y,No,11,3,3,1,18,2,2,7,7,0,7,No
36,Travel_Rarely,329,Research & Development,2,3,Life Sciences,4,Female,96,3,1,Research Scientist,3,Married,2543,4,Y,No,13,3,2,1,6,3,3,2,2,2,2,No
34,Non-Travel,1362,Sales,19,3,Marketing,1,Male,67,4,2,Sales Executive,4,Single,5304,8,Y,Yes,13,3,2,0,9,3,2,5,2,0,4,Yes
55,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,3,Female,97,3,4,Manager,4,Single,16659,2,Y,Yes,13,3,3,0,30,2,3,5,4,1,2,No
24,Travel_Rarely,1371,Sales,10,4,Marketing,4,Female,77,3,2,Sales Executive,3,Divorced,4260,1,Y,Yes,12,3,4,1,5,2,4,5,2,0,3,No
30,Travel_Rarely,202,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,2476,1,Y,No,18,3,1,1,1,3,3,1,0,0,0,No
26,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102,0,Y,No,22,4,3,0,7,2,3,6,4,0,4,Yes
22,Travel_Rarely,253,Research & Development,11,3,Medical,1,Female,43,3,1,Research Scientist,2,Married,2244,1,Y,No,13,3,4,1,2,1,3,2,1,1,2,No
36,Travel_Rarely,164,Sales,2,2,Medical,2,Male,61,2,3,Sales Executive,3,Married,7596,1,Y,No,13,3,2,2,10,2,3,10,9,9,0,No
30,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285,9,Y,Yes,23,4,3,0,3,4,3,1,0,0,0,Yes
37,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,1,Y,No,12,3,3,1,18,2,2,18,7,12,17,No
40,Travel_Rarely,759,Sales,2,2,Marketing,4,Female,46,3,2,Sales Executive,2,Divorced,5715,7,Y,No,12,3,3,2,8,5,3,5,4,1,3,No
42,Travel_Rarely,201,Research & Development,1,4,Life Sciences,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576,3,Y,No,16,3,2,1,8,5,3,5,2,1,2,No
37,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,3,Male,49,3,2,Manufacturing Director,2,Single,4197,2,Y,Yes,12,3,4,0,18,2,2,1,0,0,1,No
43,Travel_Rarely,982,Research & Development,12,3,Life Sciences,1,Male,59,2,4,Research Director,2,Divorced,14336,1,Y,No,11,3,3,1,25,3,3,25,10,3,9,No
40,Travel_Rarely,555,Research & Development,2,3,Medical,2,Female,78,2,2,Laboratory Technician,3,Married,3448,6,Y,No,22,4,2,1,20,3,3,1,0,0,0,No
54,Travel_Rarely,821,Research & Development,5,2,Medical,1,Male,86,3,5,Research Director,1,Married,19406,4,Y,No,11,3,3,1,24,4,2,4,2,1,2,No
34,Non-Travel,1381,Sales,4,4,Marketing,3,Female,72,3,2,Sales Executive,3,Married,6538,9,Y,No,15,3,1,1,6,3,3,3,2,1,2,No
31,Travel_Rarely,480,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,4306,1,Y,No,12,3,2,1,13,5,1,13,10,3,12,No
43,Travel_Frequently,313,Research & Development,21,3,Medical,4,Male,61,3,1,Laboratory Technician,4,Married,2258,7,Y,No,20,4,1,1,8,1,3,3,2,1,2,No
43,Travel_Rarely,1473,Research & Development,8,4,Other,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522,4,Y,Yes,14,3,4,0,8,3,3,5,2,0,2,No
25,Travel_Rarely,891,Sales,4,2,Life Sciences,2,Female,99,2,2,Sales Executive,4,Single,4487,1,Y,Yes,11,3,2,0,5,3,3,5,4,1,3,No
37,Non-Travel,1063,Research & Development,25,5,Medical,2,Female,72,3,2,Research Scientist,3,Married,4449,3,Y,Yes,15,3,1,2,15,2,3,13,11,10,7,No
31,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218,1,Y,No,12,3,3,1,4,3,3,4,2,3,2,No
39,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,19197,1,Y,Yes,14,3,3,1,21,3,3,21,8,1,6,No
56,Travel_Frequently,906,Sales,6,3,Life Sciences,3,Female,86,4,4,Sales Executive,1,Married,13212,9,Y,No,11,3,4,3,36,0,2,7,7,7,7,No
30,Travel_Rarely,1082,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,6577,0,Y,No,11,3,2,0,6,6,3,5,4,4,4,No
41,Travel_Rarely,645,Sales,1,3,Marketing,2,Male,49,4,3,Sales Executive,1,Married,8392,1,Y,No,16,3,3,1,10,2,3,10,7,0,7,No
28,Travel_Rarely,1300,Research & Development,17,2,Medical,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558,1,Y,No,12,3,4,1,10,2,3,10,0,1,8,No
25,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031,5,Y,No,13,3,3,1,6,5,3,2,2,0,2,Yes
52,Travel_Rarely,319,Research & Development,3,3,Medical,4,Male,39,2,3,Manufacturing Director,3,Married,7969,2,Y,Yes,14,3,3,0,28,4,3,5,4,0,4,No
45,Travel_Rarely,192,Research & Development,10,2,Life Sciences,1,Male,69,3,1,Research Scientist,4,Married,2654,3,Y,No,21,4,4,2,8,3,2,2,2,0,2,No
52,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,4,Female,30,3,4,Manager,4,Married,16555,2,Y,No,13,3,4,0,31,2,1,5,2,1,4,No
42,Travel_Frequently,532,Research & Development,29,2,Life Sciences,1,Female,92,3,2,Research Scientist,3,Divorced,4556,2,Y,No,11,3,2,1,19,3,3,5,4,0,2,No
30,Travel_Rarely,317,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,6091,2,Y,No,20,4,3,0,11,2,3,5,4,0,2,No
60,Travel_Rarely,422,Research & Development,7,3,Life Sciences,1,Female,41,3,5,Manager,1,Married,19566,5,Y,No,11,3,4,0,33,5,1,29,8,11,10,No
46,Travel_Rarely,1485,Research & Development,18,3,Medical,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810,2,Y,No,14,3,3,1,19,5,2,10,7,0,8,No
42,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,4,Female,88,2,2,Healthcare Representative,4,Married,4523,0,Y,No,11,3,4,3,7,4,4,6,5,0,4,No
24,Travel_Rarely,1448,Sales,1,1,Technical Degree,1,Female,62,3,1,Sales Representative,2,Single,3202,1,Y,Yes,16,3,2,0,6,4,3,5,3,1,4,Yes
34,Travel_Frequently,296,Sales,6,2,Marketing,4,Female,33,1,1,Sales Representative,3,Divorced,2351,0,Y,No,16,3,4,1,3,3,2,2,2,1,0,Yes
38,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,4,Male,42,3,1,Laboratory Technician,4,Married,1702,1,Y,Yes,23,4,3,1,1,3,3,1,0,0,0,No
40,Travel_Rarely,1398,Sales,2,4,Life Sciences,3,Female,79,3,5,Manager,3,Married,18041,0,Y,No,14,3,4,0,21,2,3,20,15,1,12,No
26,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,1,Female,90,3,1,Research Scientist,4,Divorced,2886,1,Y,No,22,4,2,2,3,3,1,3,2,0,2,No
30,Non-Travel,1400,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,2097,4,Y,No,15,3,3,1,9,3,1,5,3,1,4,No
29,Travel_Rarely,986,Research & Development,3,4,Medical,2,Male,93,2,3,Research Director,3,Married,11935,1,Y,No,18,3,3,0,10,2,3,10,2,0,7,No
29,Travel_Rarely,408,Research & Development,25,5,Technical Degree,3,Female,71,2,1,Research Scientist,2,Married,2546,5,Y,No,16,3,2,0,6,2,4,2,2,1,1,Yes
19,Travel_Rarely,489,Human Resources,2,2,Technical Degree,1,Male,52,2,1,Human Resources,4,Single,2564,1,Y,No,12,3,3,0,1,3,4,1,0,0,0,Yes
30,Non-Travel,1398,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,8412,0,Y,No,11,3,3,0,10,3,3,9,8,7,8,No
57,Travel_Rarely,210,Sales,29,3,Marketing,1,Male,56,2,4,Manager,4,Divorced,14118,3,Y,No,12,3,3,1,32,3,2,1,0,0,0,No
50,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,2,Male,88,2,4,Manager,3,Married,17046,0,Y,No,15,3,2,1,28,2,3,27,10,15,7,No
30,Non-Travel,1116,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,2564,0,Y,No,14,3,3,0,12,2,2,11,7,6,7,No
60,Travel_Frequently,1499,Sales,28,3,Marketing,3,Female,80,2,3,Sales Executive,1,Married,10266,4,Y,No,19,3,4,0,22,5,4,18,13,13,11,No
47,Travel_Rarely,983,Research & Development,2,2,Medical,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,5,Y,No,13,3,3,3,20,2,3,5,0,0,4,No
46,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,1,Male,51,3,4,Research Director,3,Married,17861,6,Y,No,13,3,3,0,26,2,1,3,2,0,1,No
35,Travel_Rarely,144,Research & Development,22,3,Life Sciences,4,Male,46,1,1,Laboratory Technician,3,Single,4230,0,Y,No,15,3,3,0,6,2,3,5,4,4,3,No
54,Travel_Rarely,548,Research & Development,8,4,Life Sciences,3,Female,42,3,2,Laboratory Technician,3,Single,3780,7,Y,No,11,3,3,0,19,3,3,1,0,0,0,No
34,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,4,Male,62,2,1,Research Scientist,3,Divorced,2768,3,Y,No,12,3,3,1,14,3,3,7,3,5,7,No
46,Travel_Rarely,1125,Sales,10,3,Marketing,3,Female,94,2,3,Sales Executive,4,Married,9071,2,Y,Yes,19,3,3,1,15,3,3,3,2,1,2,No
31,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648,1,Y,No,25,4,4,1,13,6,4,13,8,0,8,No
33,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610,7,Y,Yes,12,3,4,0,15,2,4,7,6,7,7,Yes
33,Travel_Rarely,587,Research & Development,10,1,Medical,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408,7,Y,No,13,3,1,3,8,2,3,4,3,1,3,Yes
30,Travel_Rarely,413,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,2983,0,Y,No,14,3,1,0,4,3,3,3,2,1,2,No
35,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632,4,Y,Yes,12,3,3,0,10,2,3,8,7,0,0,No
31,Travel_Frequently,534,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,9824,3,Y,No,12,3,1,0,12,2,3,1,0,0,0,Yes
34,Travel_Frequently,988,Human Resources,23,3,Human Resources,2,Female,43,3,3,Human Resources,1,Divorced,9950,9,Y,Yes,15,3,3,3,11,2,3,3,2,0,2,Yes
42,Travel_Frequently,1474,Research & Development,5,2,Other,2,Male,97,3,1,Laboratory Technician,3,Married,2093,4,Y,No,17,3,4,1,8,4,3,2,2,2,0,No
36,Non-Travel,635,Sales,10,4,Medical,2,Male,32,3,3,Sales Executive,4,Single,9980,1,Y,No,14,3,4,0,10,3,2,10,3,9,7,No
22,Travel_Frequently,1368,Research & Development,4,1,Technical Degree,3,Male,99,2,1,Laboratory Technician,3,Single,3894,5,Y,No,16,3,3,0,4,3,3,2,2,1,2,Yes
48,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051,2,Y,No,14,3,1,1,14,2,3,9,7,6,7,No
55,Travel_Rarely,1117,Sales,18,5,Life Sciences,1,Female,83,3,4,Manager,2,Single,16835,3,Y,No,23,4,4,0,37,2,3,10,9,7,7,No
41,Non-Travel,267,Sales,10,2,Life Sciences,4,Male,56,3,2,Sales Executive,4,Single,6230,7,Y,No,14,3,4,0,16,3,3,14,3,1,10,No
35,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717,9,Y,No,11,3,3,0,15,2,3,11,9,6,9,No
40,Travel_Rarely,302,Research & Development,6,3,Life Sciences,2,Female,75,3,4,Manufacturing Director,3,Single,13237,7,Y,No,15,3,3,0,22,3,3,20,6,5,13,No
39,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755,1,Y,No,11,3,1,1,8,3,3,8,3,0,7,No
31,Travel_Rarely,828,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,6582,4,Y,Yes,13,3,3,0,10,2,4,6,5,0,5,No
42,Travel_Rarely,319,Research & Development,24,3,Medical,4,Male,56,3,3,Manufacturing Director,1,Married,7406,1,Y,Yes,21,4,4,1,10,5,2,10,9,5,8,No
45,Travel_Rarely,561,Sales,2,3,Other,4,Male,61,3,2,Sales Executive,2,Married,4805,0,Y,No,19,3,2,1,9,3,4,8,7,3,7,No
26,Travel_Frequently,426,Human Resources,17,4,Life Sciences,2,Female,58,3,1,Human Resources,3,Divorced,2741,0,Y,Yes,11,3,2,1,8,2,2,7,7,1,0,Yes
29,Travel_Rarely,232,Research & Development,19,3,Technical Degree,4,Male,34,3,2,Manufacturing Director,4,Divorced,4262,4,Y,No,12,3,2,2,8,2,4,3,2,1,2,No
33,Travel_Rarely,922,Research & Development,1,5,Medical,1,Female,95,4,4,Research Director,3,Divorced,16184,4,Y,No,19,3,3,1,10,2,3,6,1,0,5,No
31,Travel_Rarely,688,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,11557,9,Y,No,21,4,3,1,10,3,2,5,4,0,1,No
18,Travel_Frequently,1306,Sales,5,3,Marketing,2,Male,69,3,1,Sales Representative,2,Single,1878,1,Y,Yes,14,3,4,0,0,3,3,0,0,0,0,Yes
40,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932,3,Y,No,15,3,3,1,20,2,3,1,0,0,1,No
41,Non-Travel,509,Research & Development,2,4,Other,1,Female,62,2,2,Healthcare Representative,3,Single,6811,2,Y,Yes,17,3,1,0,10,3,3,8,7,0,7,No
26,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306,5,Y,No,12,3,1,2,8,5,3,0,0,0,0,No
35,Travel_Rarely,195,Sales,1,3,Medical,1,Female,80,3,2,Sales Executive,3,Single,4859,1,Y,No,16,3,4,0,5,3,3,5,4,0,3,No
34,Travel_Rarely,258,Sales,21,4,Life Sciences,4,Male,74,4,2,Sales Executive,4,Single,5337,1,Y,No,12,3,4,0,10,3,3,10,7,5,7,No
26,Travel_Rarely,471,Research & Development,24,3,Technical Degree,3,Male,66,1,1,Laboratory Technician,4,Single,2340,1,Y,Yes,18,3,2,0,1,3,1,1,0,0,0,Yes
37,Travel_Rarely,799,Research & Development,1,3,Technical Degree,2,Female,59,3,3,Manufacturing Director,4,Single,7491,4,Y,No,17,3,4,0,12,3,4,6,5,1,2,No
46,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527,5,Y,No,11,3,4,0,28,3,2,2,2,1,2,No
41,Travel_Rarely,1276,Sales,2,5,Life Sciences,2,Female,91,3,4,Manager,1,Married,16595,7,Y,No,16,3,2,1,22,2,3,18,16,11,8,No
37,Non-Travel,142,Sales,9,4,Medical,1,Male,69,3,3,Sales Executive,2,Divorced,8834,1,Y,No,13,3,4,1,9,6,3,9,5,7,7,No
52,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577,3,Y,Yes,12,3,2,2,18,3,3,10,9,6,9,No
32,Non-Travel,1474,Sales,11,4,Other,4,Male,60,4,2,Sales Executive,3,Married,4707,8,Y,No,12,3,4,0,6,2,3,4,2,1,2,Yes
24,Travel_Frequently,535,Sales,24,3,Medical,4,Male,38,3,1,Sales Representative,4,Married,2400,0,Y,No,13,3,3,2,3,3,3,2,2,2,1,No
38,Travel_Rarely,1495,Research & Development,10,3,Medical,3,Female,76,3,2,Healthcare Representative,3,Married,9824,3,Y,No,19,3,3,1,18,4,3,1,0,0,0,No
37,Travel_Rarely,446,Research & Development,1,4,Life Sciences,2,Female,65,3,2,Manufacturing Director,2,Married,6447,6,Y,No,12,3,2,1,8,2,2,6,5,4,3,No
49,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,19502,1,Y,Yes,17,3,3,1,31,5,3,31,9,0,9,No
24,Travel_Rarely,691,Research & Development,23,3,Medical,2,Male,89,4,1,Research Scientist,4,Married,2725,1,Y,Yes,11,3,2,2,6,3,3,6,5,1,4,No
26,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272,1,Y,No,20,4,4,2,6,5,4,5,3,1,4,No
24,Travel_Rarely,823,Research & Development,17,2,Other,4,Male,94,2,1,Laboratory Technician,2,Married,2127,1,Y,No,21,4,4,1,1,2,3,1,0,0,0,No
50,Travel_Frequently,1246,Human Resources,3,3,Medical,1,Male,99,3,5,Manager,2,Married,18200,1,Y,No,11,3,3,1,32,2,3,32,5,10,7,No
25,Travel_Rarely,622,Sales,13,1,Medical,2,Male,40,3,1,Sales Representative,3,Married,2096,1,Y,No,11,3,3,0,7,1,3,7,4,0,6,No
24,Travel_Frequently,1287,Research & Development,7,3,Life Sciences,1,Female,55,3,1,Laboratory Technician,3,Married,2886,1,Y,Yes,16,3,4,1,6,4,3,6,3,1,2,Yes
30,Travel_Frequently,448,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,2033,1,Y,No,18,3,3,1,1,2,4,1,0,0,0,Yes
34,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622,1,Y,Yes,13,3,4,1,6,3,3,6,5,1,3,No
31,Travel_Rarely,1365,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,4233,2,Y,No,17,3,3,0,9,2,1,3,1,1,2,Yes
35,Travel_Rarely,538,Research & Development,25,2,Other,1,Male,54,2,2,Laboratory Technician,4,Single,3681,4,Y,No,14,3,4,0,9,3,3,3,2,0,2,No
31,Travel_Rarely,525,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5460,4,Y,No,22,4,4,2,13,4,4,7,7,5,7,No
27,Travel_Rarely,798,Research & Development,6,4,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2187,0,Y,No,12,3,3,2,6,5,2,5,3,0,3,No
37,Travel_Rarely,558,Sales,2,3,Marketing,4,Male,75,3,2,Sales Executive,3,Married,9602,4,Y,Yes,11,3,3,1,17,3,2,3,0,1,0,No
20,Travel_Rarely,959,Research & Development,1,3,Life Sciences,4,Female,83,2,1,Research Scientist,2,Single,2836,1,Y,No,13,3,4,0,1,0,4,1,0,0,0,No
42,Travel_Rarely,622,Research & Development,2,4,Life Sciences,3,Female,81,3,2,Healthcare Representative,4,Married,4089,1,Y,No,13,3,2,2,10,4,3,10,2,2,2,No
43,Travel_Rarely,782,Research & Development,6,4,Other,2,Male,50,2,4,Research Director,4,Divorced,16627,4,Y,Yes,14,3,3,1,21,3,2,1,0,0,0,No
38,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619,3,Y,No,17,3,4,0,8,3,2,0,0,0,0,No
43,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679,3,Y,Yes,13,3,2,1,10,3,3,8,7,4,7,No
48,Travel_Rarely,1236,Research & Development,1,4,Life Sciences,4,Female,40,2,4,Manager,1,Married,15402,7,Y,No,11,3,1,1,21,3,1,3,2,0,2,No
44,Travel_Rarely,1112,Human Resources,1,4,Life Sciences,1,Female,50,2,2,Human Resources,3,Single,5985,4,Y,No,11,3,2,0,10,1,4,2,2,0,2,No
34,Travel_Rarely,204,Sales,14,3,Technical Degree,3,Female,31,3,1,Sales Representative,3,Divorced,2579,1,Y,Yes,18,3,4,2,8,3,3,8,2,0,6,No
27,Travel_Rarely,1420,Sales,2,1,Marketing,3,Male,85,3,1,Sales Representative,1,Divorced,3041,0,Y,No,11,3,2,1,5,3,3,4,3,0,2,Yes
21,Travel_Rarely,1343,Sales,22,1,Technical Degree,3,Male,49,3,1,Sales Representative,3,Single,3447,1,Y,No,11,3,3,0,3,2,3,3,2,1,2,No
44,Travel_Rarely,1315,Research & Development,3,4,Other,4,Male,35,3,5,Manager,4,Married,19513,4,Y,Yes,12,3,1,1,26,2,4,2,2,0,1,No
22,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773,0,Y,No,20,4,4,0,3,3,3,2,2,2,2,No
